,name,strikes_taken,percent_strikes_taken,sig_strikes_taken,percent_sig_strikes_taken,times_knocked_down,weight_class,was_kod_tkod
5535,Magomed Mustafaev,99,0.7795275590551181,29,0.56,0,Lightweight,False
5536,Alejandro Perez,2,0.5,2,0.5,1,Bantamweight,False
5537,Patrick Williams,0,0.0,0,0.0,0,Bantamweight,False
5538,Henry Cejudo,59,0.37579617834394907,48,0.33,0,Flyweight,False
5539,Chico Camus,133,0.6073059360730594,62,0.43,0,Flyweight,False
5540,Tecia Torres,66,0.6,27,0.39,0,Women's Strawweight,False
5541,Angela Hill,86,0.5972222222222222,32,0.4,0,Women's Strawweight,False
5542,Yair Rodriguez,67,0.5726495726495726,39,0.49,0,Featherweight,False
5543,Charles Rosa,97,0.6510067114093959,56,0.56,0,Featherweight,False
5544,Gilbert Melendez,43,0.5443037974683544,31,0.48,0,Lightweight,False
5545,Eddie Alvarez,93,0.49732620320855614,37,0.28,0,Lightweight,False
5546,Cain Velasquez,101,0.5611111111111111,96,0.55,0,Heavyweight,False
5547,Fabricio Werdum,117,0.582089552238806,88,0.52,0,Heavyweight,False
5548,Kelvin Gastelum,24,0.42105263157894735,18,0.36,0,Middleweight,False
5549,Nate Marquardt,126,0.6702127659574468,59,0.53,0,Middleweight,True
5550,Efrain Escudero,0,0.0,0,0.0,0,Lightweight,False
5551,Drew Dober,1,1.0,1,1.0,0,Lightweight,False
5552,Francisco Trevino,64,0.44755244755244755,40,0.36,0,Lightweight,False
5553,Johnny Case,49,0.5444444444444444,34,0.45,0,Lightweight,False
5554,Gabriel Benitez,54,0.29347826086956524,34,0.21,0,Featherweight,False
5555,Clay Collard,97,0.6736111111111112,60,0.56,0,Featherweight,False
5556,Augusto Montano,45,0.6,17,0.41,0,Welterweight,False
5557,Cathal Pendred,28,0.45161290322580644,21,0.38,0,Welterweight,False
5558,Tim Boetsch,12,0.8,12,0.8,1,Middleweight,True
5559,Dan Henderson,3,0.5,3,0.5,0,Middleweight,False
5560,Francisco Rivera,0,0.0,0,0.0,0,Bantamweight,False
5561,Alex Caceres,5,0.5555555555555556,5,0.55,1,Bantamweight,True
5562,Joe Soto,18,0.43902439024390244,16,0.41,2,Bantamweight,True
5563,Anthony Birchak,1,0.1111111111111111,1,0.11,0,Bantamweight,False
5564,Thiago Tavares,56,0.47863247863247865,41,0.4,1,Featherweight,True
5565,Brian Ortega,114,0.6440677966101694,39,0.41,0,Featherweight,False
5566,Dustin Poirier,6,0.46153846153846156,6,0.46,0,Lightweight,False
5567,Yancy Medeiros,36,0.782608695652174,27,0.75,2,Lightweight,True
5568,Ben Rothwell,8,0.38095238095238093,8,0.38,0,Heavyweight,False
5569,Matt Mitrione,6,0.35294117647058826,5,0.31,0,Heavyweight,False
5570,Shawn Jordan,8,0.32,6,0.26,0,Heavyweight,False
5571,Derrick Lewis,65,0.7831325301204819,23,0.62,1,Heavyweight,True
5572,Brian Ebersole,16,0.3902439024390244,15,0.37,0,Welterweight,True
5573,Omari Akhmedov,3,0.21428571428571427,2,0.15,0,Welterweight,False
5574,Ricardo Abreu,84,0.3620689655172414,67,0.31,0,Middleweight,False
5575,Jake Collier,69,0.39655172413793105,47,0.31,0,Middleweight,False
5576,Chris Wade,41,0.41836734693877553,28,0.33,0,Lightweight,False
5577,Christos Giagos,55,0.6875,32,0.56,0,Lightweight,False
5578,Jose Quinonez,3,0.75,3,0.75,0,Bantamweight,False
5579,Leonardo Morales,4,0.8,2,0.66,0,Bantamweight,False
5580,Joe Proctor,71,0.39664804469273746,63,0.36,0,Lightweight,False
5581,Justin Edwards,69,0.3898305084745763,67,0.38,0,Lightweight,False
5582,Wendell Oliveira Marques,26,0.6190476190476191,25,0.6,0,Welterweight,True
5583,Darren Till,24,0.5853658536585366,22,0.56,0,Welterweight,False
5584,KJ Noons,4,0.2857142857142857,3,0.23,0,Welterweight,False
5585,Alex Oliveira,7,0.6363636363636364,7,0.63,0,Welterweight,False
5586,Jussier Formiga,45,0.5172413793103449,28,0.42,0,Flyweight,False
5587,Wilson Reis,36,0.5070422535211268,21,0.38,1,Flyweight,False
5588,Francimar Barroso,46,0.6216216216216216,35,0.57,0,Light Heavyweight,False
5589,Ryan Jimmo,67,0.5726495726495726,46,0.47,0,Light Heavyweight,False
5590,Rony Jason,13,0.5909090909090909,5,0.38,0,Featherweight,False
5591,Damon Jackson,12,0.8571428571428571,5,0.71,0,Featherweight,False
5592,Carlos Condit,35,0.5,34,0.49,0,Welterweight,False
5593,Thiago Alves,107,0.535,75,0.46,1,Welterweight,True
5594,Francisco Trinaldo,31,0.34831460674157305,25,0.3,0,Lightweight,False
5595,Norman Parke,70,0.35714285714285715,66,0.34,0,Lightweight,False
5596,Nik Lentz,84,0.8,64,0.76,1,Featherweight,False
5597,Charles Oliveira,58,0.6105263157894737,37,0.53,0,Featherweight,False
5598,Juliana Lima,32,0.5517241379310345,13,0.35,0,Women's Strawweight,False
5599,Ericka Almeida,119,0.7345679012345679,41,0.56,0,Women's Strawweight,False
5600,Luiz Dutra,26,0.6190476190476191,26,0.61,1,Welterweight,True
5601,Tom Breese,28,0.5384615384615384,21,0.48,0,Welterweight,False
5602,Elizeu Zaleski dos Santos,50,0.3333333333333333,41,0.29,0,Welterweight,False
5603,Nicolas Dalby,61,0.45185185185185184,57,0.43,0,Welterweight,False
5604,Lucas Martins,78,0.6341463414634146,39,0.56,1,Featherweight,True
5605,Mirsad Bektic,11,0.4074074074074074,7,0.3,0,Featherweight,False
5606,Chris Weidman,19,0.5277777777777778,18,0.56,0,Middleweight,False
5607,Vitor Belfort,50,0.684931506849315,46,0.66,0,Middleweight,True
5608,Uriah Hall,63,0.504,45,0.43,0,Middleweight,False
5609,Rafael Natal,47,0.6025641025641025,43,0.58,0,Middleweight,False
5610,John Dodson,39,0.4482758620689655,37,0.43,0,Flyweight,False
5611,Zach Makovsky,32,0.32323232323232326,31,0.31,0,Flyweight,False
5612,Anthony Johnson,70,0.7608695652173914,23,0.56,0,Light Heavyweight,False
5613,Daniel Cormier,28,0.5,23,0.46,1,Light Heavyweight,False
5614,Travis Browne,51,0.6,51,0.6,1,Heavyweight,True
5615,Andrei Arlovski,15,0.39473684210526316,15,0.39,1,Heavyweight,False
5616,Dong Hyun Kim,21,0.45652173913043476,20,0.45,0,Welterweight,False
5617,Joshua Burkman,135,0.8181818181818182,30,0.68,0,Welterweight,False
5618,Joseph Benavidez,55,0.5978260869565217,42,0.56,0,Flyweight,False
5619,John Moraga,116,0.6904761904761905,63,0.57,0,Flyweight,False
5620,Donald Cerrone,72,0.5581395348837209,72,0.55,0,Lightweight,False
5621,John Makdessi,71,0.4152046783625731,71,0.41,0,Lightweight,True
5622,Islam Makhachev,11,0.36666666666666664,7,0.28,0,Lightweight,False
5623,Leo Kuntz,53,0.6625,32,0.64,0,Lightweight,False
5624,Mike Pyle,95,0.7364341085271318,26,0.5,0,Welterweight,False
5625,Colby Covington,33,0.717391304347826,16,0.61,0,Welterweight,False
5626,Justin Scoggins,72,0.5581395348837209,35,0.38,0,Flyweight,False
5627,Josh Sampo,64,0.5,64,0.5,0,Flyweight,False
5628,Hyun Gyu Lim,64,0.6274509803921569,43,0.57,0,Welterweight,True
5629,Neil Magny,15,0.4166666666666667,15,0.41,0,Welterweight,False
5630,Gegard Mousasi,12,0.24489795918367346,9,0.19,0,Middleweight,False
5631,Constantinos Philippou,137,0.7527472527472527,56,0.65,0,Middleweight,False
5632,Mark Eddiva,63,0.6428571428571429,27,0.47,0,Featherweight,False
5633,Levan Makashvili,36,0.43902439024390244,32,0.41,0,Featherweight,False
5634,Tae Hyun Bang,13,0.41935483870967744,13,0.41,1,Lightweight,False
5635,Jon Tuck,12,0.35294117647058826,12,0.35,0,Lightweight,False
5636,Zhang Lipeng,23,0.42592592592592593,20,0.39,0,Lightweight,False
5637,Kajan Johnson,51,0.6296296296296297,20,0.42,0,Lightweight,False
5638,Mark Munoz,98,0.6363636363636364,42,0.43,0,Middleweight,False
5639,Luke Barnatt,43,0.5443037974683544,35,0.49,0,Middleweight,False
5640,Phillipe Nover,56,0.6086956521739131,29,0.48,0,Featherweight,False
5641,Yui Chul Nam,54,0.7297297297297297,12,0.5,0,Featherweight,False
5642,Frankie Edgar,50,0.33557046979865773,48,0.32,0,Featherweight,False
5643,Urijah Faber,91,0.34210526315789475,83,0.32,0,Featherweight,False
5644,Roldan Sangcha'an,36,0.5373134328358209,23,0.42,1,Flyweight,False
5645,Jon Delos Reyes,32,0.5245901639344263,27,0.5,0,Flyweight,False
5646,Li Jingliang,6,0.375,6,0.37,0,Welterweight,False
5647,Dhiego Lima,13,0.3333333333333333,13,0.33,1,Welterweight,True
5648,Nolan Ticman,12,0.10714285714285714,9,0.08,0,Flyweight,False
5649,Yao Zhikui,52,0.47706422018348627,52,0.47,0,Flyweight,False
5650,Guangyou Ning,29,0.6744186046511628,18,0.56,0,Bantamweight,False
5651,Royston Wee,77,0.5923076923076923,46,0.5,0,Bantamweight,True
5652,Daniel Kelly,8,0.6153846153846154,8,0.61,1,Middleweight,True
5653,Sam Alvey,2,0.25,2,0.25,0,Middleweight,False
5654,Stipe Miocic,46,0.42201834862385323,33,0.34,0,Heavyweight,False
5655,Mark Hunt,361,0.7780172413793104,113,0.62,0,Heavyweight,True
5656,Jake Matthews,19,0.5428571428571428,10,0.38,0,Lightweight,False
5657,James Vick,4,0.14285714285714285,4,0.14,0,Lightweight,False
5658,Anthony Perosh,20,0.5263157894736842,20,0.52,0,Light Heavyweight,True
5659,Sean O'Connell,3,0.6,3,0.6,0,Light Heavyweight,False
5660,Brad Tavares,10,0.7142857142857143,10,0.71,1,Middleweight,True
5661,Robert Whittaker,2,0.2857142857142857,2,0.28,0,Middleweight,False
5662,Hatsu Hioki,34,0.4594594594594595,21,0.34,1,Featherweight,True
