,name,strikes_taken,percent_strikes_taken,sig_strikes_taken,percent_sig_strikes_taken,times_knocked_down,weight_class,was_kod_tkod
3390,Lando Vannata,104,0.42276422764227645,93,0.4,0,Lightweight,False
3391,Bobby Green,111,0.46443514644351463,104,0.44,1,Lightweight,False
3392,Beneil Dariush,66,0.4429530201342282,36,0.31,0,Lightweight,False
3393,Evan Dunham,92,0.5476190476190477,81,0.51,1,Lightweight,False
3394,Demetrious Johnson,22,0.5641025641025641,13,0.44,0,Flyweight,False
3395,Ray Borg,172,0.8113207547169812,64,0.79,0,Flyweight,False
3396,Pearl Gonzalez,157,0.7405660377358491,67,0.63,0,Women's Strawweight,False
3397,Poliana Botelho,89,0.717741935483871,27,0.46,0,Women's Strawweight,False
3398,Tony Ferguson,71,0.5182481751824818,55,0.46,0,Lightweight,False
3399,Kevin Lee,57,0.5377358490566038,54,0.52,0,Lightweight,False
3400,John Moraga,5,0.5,5,0.5,0,Flyweight,False
3401,Bibulatov Magomed,8,0.5714285714285714,8,0.57,1,Flyweight,True
3402,Matt Schnell,45,0.375,34,0.31,0,Flyweight,False
3403,Marco Beltran,38,0.2714285714285714,38,0.27,0,Flyweight,False
3404,Thales Leites,80,0.547945205479452,70,0.51,1,Middleweight,False
3405,Brad Tavares,50,0.36496350364963503,46,0.34,0,Middleweight,False
3406,Takanori Gomi,13,0.65,13,0.65,1,Lightweight,True
3407,Dong Hyun Ma,2,0.6666666666666666,2,0.66,0,Lightweight,False
3408,Teruto Ishihara,52,0.5842696629213483,48,0.56,0,Featherweight,False
3409,Rolando Dy,77,0.6062992125984252,50,0.51,1,Featherweight,False
3410,Jussier Formiga,36,0.6666666666666666,16,0.5,0,Flyweight,False
3411,Yuta Sasaki,12,0.4444444444444444,9,0.4,0,Flyweight,False
3412,Syuri Kondo,99,0.2877906976744186,95,0.27,0,Women's Strawweight,False
3413,Chan-Mi Jeon,137,0.479020979020979,135,0.47,0,Women's Strawweight,False
3414,Claudia Gadelha,242,0.6816901408450704,141,0.58,0,Women's Strawweight,False
3415,Jessica Andrade,47,0.4895833333333333,42,0.46,0,Women's Strawweight,False
3416,Keita Nakamura,39,0.31451612903225806,38,0.3,0,Welterweight,False
3417,Alex Morono,29,0.32954545454545453,27,0.31,0,Welterweight,False
3418,Gokhan Saki,21,0.45652173913043476,20,0.44,0,Light Heavyweight,False
3419,Henrique da Silva,40,0.6060606060606061,40,0.6,2,Light Heavyweight,True
3420,Ovince Saint Preux,0,0,0,,0,Light Heavyweight,False
3421,Yushin Okami,3,1.0,0,,0,Light Heavyweight,False
3422,Shinsho Anzai,53,0.5353535353535354,49,0.51,0,Welterweight,False
3423,Luke Jumeau,97,0.6381578947368421,51,0.53,0,Welterweight,False
3424,Daichi Abe,43,0.3233082706766917,43,0.32,0,Welterweight,False
3425,Hyun Gyu Lim,65,0.35135135135135137,63,0.34,1,Welterweight,False
3426,Hector Lombard,38,0.3220338983050847,35,0.3,1,Middleweight,True
3427,Anthony Smith,68,0.49635036496350365,65,0.48,0,Middleweight,False
3428,Mike Perry,6,0.46153846153846156,6,0.46,0,Welterweight,False
3429,Alex Reyes,11,0.6111111111111112,11,0.61,1,Welterweight,True
3430,Kamaru Usman,13,0.48148148148148145,13,0.48,0,Welterweight,False
3431,Sergio Moraes,16,0.3333333333333333,16,0.33,1,Welterweight,True
3432,Gregor Gillespie,27,0.54,22,0.51,0,Lightweight,False
3433,Jason Gonzalez,34,0.4657534246575342,20,0.35,1,Lightweight,False
3434,Anthony Hamilton,5,0.8333333333333334,5,0.83,0,Heavyweight,True
3435,Daniel Spitz,0,0.0,0,0.0,0,Heavyweight,False
3436,Anthony Rocco Martin,47,0.6025641025641025,20,0.43,0,Lightweight,False
3437,Olivier Aubin-Mercier,56,0.5833333333333334,15,0.36,0,Lightweight,False
3438,Luke Rockhold,51,0.6219512195121951,25,0.44,0,Middleweight,False
3439,David Branch,68,0.7010309278350515,58,0.68,0,Middleweight,True
3440,Justin Ledet,37,0.44047619047619047,37,0.44,0,Heavyweight,False
3441,Azunna Anyanwu,36,0.2857142857142857,36,0.28,0,Heavyweight,False
3442,Krzysztof Jotko,26,0.5909090909090909,26,0.59,1,Middleweight,True
3443,Uriah Hall,60,0.5555555555555556,44,0.48,1,Middleweight,False
3444,Jason Saggo,50,0.4807692307692308,42,0.44,1,Lightweight,True
3445,Gilbert Burns,39,0.3939393939393939,35,0.38,0,Lightweight,False
3446,Neil Magny,17,0.8095238095238095,13,0.81,0,Welterweight,False
3447,Rafael Dos Anjos,5,0.5555555555555556,1,0.2,0,Welterweight,False
3448,Sara McMann,35,0.7777777777777778,17,0.8,0,Women's Bantamweight,False
3449,Ketlen Vieira,36,0.5373134328358209,29,0.5,0,Women's Bantamweight,False
3450,Ilir Latifi,44,0.6470588235294118,31,0.57,0,Light Heavyweight,False
3451,Tyson Pedro,59,0.6276595744680851,44,0.55,0,Light Heavyweight,False
3452,Gavin Tucker,184,0.6366782006920415,142,0.59,1,Featherweight,False
3453,Rick Glenn,43,0.4095238095238095,23,0.28,0,Featherweight,False
3454,Henry Cejudo,5,0.2,5,0.2,0,Flyweight,False
3455,Wilson Reis,39,0.609375,34,0.58,1,Flyweight,True
3456,Amanda Nunes,85,0.40669856459330145,72,0.37,0,Women's Bantamweight,False
3457,Valentina Shevchenko,90,0.5,86,0.48,0,Women's Bantamweight,False
3458,Sarah Moras,5,0.45454545454545453,3,0.33,0,Women's Bantamweight,False
3459,Ashlee Evans-Smith,5,0.5555555555555556,3,0.5,0,Women's Bantamweight,False
3460,Jeremy Stephens,30,0.23076923076923078,29,0.22,0,Featherweight,False
3461,Gilbert Melendez,101,0.396078431372549,96,0.38,5,Featherweight,False
3462,Mitch Clarke,62,0.5081967213114754,57,0.49,3,Lightweight,True
3463,Alex White,34,0.37777777777777777,28,0.33,0,Lightweight,False
3464,Kajan Johnson,16,0.5161290322580645,16,0.51,0,Lightweight,False
3465,Adriano Martins,26,0.4126984126984127,26,0.41,1,Lightweight,True
3466,Luis Henrique,60,0.625,24,0.48,1,Heavyweight,False
3467,Arjan Bhullar,54,0.39416058394160586,32,0.28,0,Heavyweight,False
3468,Marion Reneau,38,0.3392857142857143,22,0.25,0,Women's Bantamweight,False
3469,Talita Bernardo,118,0.6145833333333334,57,0.44,0,Women's Bantamweight,True
3470,Darren Till,69,0.3812154696132597,34,0.23,0,Welterweight,False
3471,Bojan Velickovic,50,0.5681818181818182,49,0.56,0,Welterweight,False
3472,Siyar Bahadurzada,34,0.5862068965517241,24,0.52,0,Middleweight,False
3473,Rob Wilkinson,44,0.5365853658536586,43,0.53,3,Middleweight,True
3474,Michel Prazeres,12,0.375,10,0.33,0,Lightweight,False
3475,Mads Burnell,43,0.6231884057971014,26,0.54,0,Lightweight,False
3476,Rustam Khabilov,53,0.44537815126050423,47,0.42,0,Lightweight,False
3477,Desmond Green,35,0.3211009174311927,34,0.31,0,Lightweight,False
3478,Alexander Volkov,41,0.25308641975308643,41,0.25,0,Heavyweight,False
3479,Stefan Struve,144,0.5454545454545454,135,0.53,1,Heavyweight,True
3480,Leon Edwards,115,0.7055214723926381,44,0.5,1,Welterweight,False
3481,Bryan Barberena,58,0.6666666666666666,23,0.45,0,Welterweight,False
3482,Mairbek Taisumov,0,0.0,0,0.0,0,Lightweight,False
3483,Felipe Silva,2,0.5,2,0.5,1,Lightweight,True
3484,Francimar Barroso,75,0.41899441340782123,46,0.3,0,Light Heavyweight,False
3485,Aleksandar Rakic,36,0.5217391304347826,24,0.43,0,Light Heavyweight,False
3486,Mike Santiago,70,0.7216494845360825,45,0.69,0,Featherweight,False
3487,Zabit Magomedsharipov,32,0.4155844155844156,24,0.35,0,Featherweight,False
3488,Thibault Gouti,22,0.4074074074074074,22,0.4,0,Lightweight,False
3489,Andrew Holbrook,43,0.48863636363636365,41,0.47,1,Lightweight,True
3490,Bojan Mihajlovic,150,0.7142857142857143,77,0.61,0,Light Heavyweight,True
3491,Abdul-Kerim Edilov,7,0.3333333333333333,1,0.07,0,Light Heavyweight,False
3492,Dustin Ortiz,1,0.16666666666666666,1,0.16,0,Flyweight,False
3493,Hector Sandoval,8,0.8,8,0.8,1,Flyweight,True
3494,Alejandro Perez,44,0.4074074074074074,43,0.4,3,Bantamweight,False
3495,Andre Soukhamthath,97,0.49743589743589745,44,0.31,0,Bantamweight,False
3496,Alan Jouban,10,0.5263157894736842,10,0.52,1,Welterweight,True
3497,Niko Price,5,0.5555555555555556,5,0.55,0,Welterweight,False
3498,Martin Bravo,5,0.7142857142857143,5,0.71,1,Featherweight,True
3499,Humberto Bandenay,1,0.3333333333333333,1,0.33,0,Featherweight,False
3500,Randa Markos,121,0.5401785714285714,64,0.4,0,Women's Strawweight,False
3501,Alexa Grasso,71,0.5035460992907801,45,0.39,0,Women's Strawweight,False
3502,Brad Scott,49,0.7538461538461538,38,0.7,0,Middleweight,True
3503,Jack Hermansson,0,0.0,0,0.0,0,Middleweight,False
3504,Sergio Pettis,70,0.3626943005181347,45,0.27,0,Flyweight,False
3505,Brandon Moreno,84,0.3442622950819672,76,0.32,0,Flyweight,False
3506,Sam Alvey,28,0.4827586206896552,17,0.37,0,Middleweight,False
3507,Rashad Evans,51,0.5151515151515151,40,0.45,0,Middleweight,False
3508,Henry Briones,14,0.9333333333333333,3,0.75,0,Bantamweight,False
3509,Rani Yahya,9,0.9,0,,0,Bantamweight,False
3510,Alvaro Herrera Mendoza,7,0.5384615384615384,6,0.5,0,Lightweight,False
3511,Jordan Rinaldi,2,0.2857142857142857,2,0.28,0,Lightweight,False
3512,Joseph Morales,12,0.631578947368421,2,0.33,0,Flyweight,False
3513,Robert Sanchez,15,0.5769230769230769,12,0.54,1,Flyweight,False
3514,Jose Quinonez,29,0.3717948717948718,27,0.35,0,Bantamweight,False
3515,Diego Rivas,70,0.56,59,0.52,0,Bantamweight,False
3516,Jimi Manuwa,13,0.65,12,0.63,0,Light Heavyweight,True
3517,Volkan Oezdemir,2,0.5,2,0.5,0,Light Heavyweight,False
3518,Tyron Woodley,29,0.32222222222222224,28,0.31,0,Welterweight,False
3519,Demian Maia,57,0.37254901960784315,57,0.37,1,Welterweight,False
3520,Ricardo Lamas,18,0.4,8,0.22,0,Featherweight,False
3521,Jason Knight,43,0.6825396825396826,42,0.67,0,Featherweight,True
3522,Daniel Cormier,95,0.5757575757575758,95,0.57,1,Light Heavyweight,False
3523,Jon Jones,60,0.4225352112676056,58,0.41,0,Light Heavyweight,False
3524,Robbie Lawler,99,0.5351351351351351,82,0.49,0,Welterweight,False
3525,Donald Cerrone,85,0.5182926829268293,77,0.49,0,Welterweight,False
3526,Cristiane Justino,34,0.39080459770114945,32,0.37,0,Women's Featherweight,False
3527,Tonya Evinger,75,0.5208333333333334,74,0.51,1,Women's Featherweight,True
3528,Brian Ortega,111,0.43700787401574803,109,0.43,0,Featherweight,False
3529,Renato Moicano,65,0.29545454545454547,65,0.29,0,Featherweight,False
3530,Aljamain Sterling,65,0.47101449275362317,19,0.22,0,Catch Weight,False
3531,Renan Barao,112,0.6746987951807228,71,0.58,0,Catch Weight,False
3532,Kailin Curran,109,0.49321266968325794,82,0.45,0,Women's Strawweight,False
3533,Aleksandra Albu,153,0.6594827586206896,86,0.54,0,Women's Strawweight,False
3534,Andre Fili,80,0.4819277108433735,75,0.46,0,Featherweight,False
3535,Calvin Kattar,75,0.36585365853658536,73,0.36,0,Featherweight,False
3536,Eric Shelton,32,0.367816091954023,27,0.33,0,Flyweight,False
3537,Jarred Brooks,65,0.5284552845528455,31,0.35,0,Flyweight,False
3538,Joshua Burkman,20,0.5882352941176471,15,0.51,1,Lightweight,True
3539,Drew Dober,11,0.6111111111111112,11,0.61,0,Lightweight,False
3540,Dennis Bermudez,99,0.5238095238095238,70,0.45,0,Featherweight,False
3541,Darren Elkins,101,0.520618556701031,69,0.43,0,Featherweight,False
3542,Jimmie Rivera,72,0.4311377245508982,72,0.43,0,Bantamweight,False
3543,Thomas Almeida,75,0.45454545454545453,70,0.43,2,Bantamweight,False
3544,Lyman Good,84,0.38181818181818183,83,0.37,0,Welterweight,False
3545,Elizeu Zaleski dos Santos,89,0.489010989010989,75,0.45,0,Welterweight,False
3546,Damian Grabowski,112,0.4890829694323144,111,0.48,0,Heavyweight,False
3547,Chase Sherman,69,0.3631578947368421,68,0.36,0,Heavyweight,False
3548,Ryan LaFlare,8,0.38095238095238093,8,0.38,1,Welterweight,True
3549,Alex Oliveira,8,0.47058823529411764,5,0.35,0,Welterweight,False
3550,Rafael Natal,23,0.7931034482758621,23,0.79,1,Middleweight,True
3551,Eryk Anders,15,0.625,14,0.6,0,Middleweight,False
3552,Patrick Cummins,85,0.40476190476190477,72,0.36,0,Light Heavyweight,False
3553,Gian Villante,92,0.48936170212765956,86,0.47,0,Light Heavyweight,False
3554,Chris Weidman,28,0.56,26,0.55,1,Middleweight,False
3555,Kelvin Gastelum,75,0.6048387096774194,36,0.47,0,Middleweight,False
3556,Brian Kelleher,5,0.3333333333333333,5,0.33,0,Bantamweight,False
3557,Marlon Vera,14,0.6363636363636364,8,0.5,0,Bantamweight,False
3558,Shane Burgos,52,0.29213483146067415,51,0.28,0,Featherweight,False
3559,Godofredo Pepey,144,0.5925925925925926,102,0.51,3,Featherweight,False
3560,Kyle Bochniak,59,0.5,41,0.43,0,Featherweight,False
3561,Jeremy Kennedy,43,0.5657894736842105,23,0.42,0,Featherweight,False
3562,Timothy Johnson,28,0.6666666666666666,21,0.6,1,Heavyweight,True
3563,Junior Albini,25,0.5,19,0.46,0,Heavyweight,False
3564,Frankie Perez,51,0.6455696202531646,23,0.53,0,Lightweight,False
3565,Chris Wade,53,0.5353535353535354,22,0.34,0,Lightweight,False
3566,Danny Roberts,46,0.5054945054945055,25,0.39,0,Welterweight,False
3567,Bobby Nash,29,0.4084507042253521,24,0.36,1,Welterweight,True
3568,Jack Marshman,119,0.5242290748898678,83,0.43,0,Middleweight,False
3569,Ryan Janes,83,0.3688888888888889,75,0.34,0,Middleweight,False
3570,Joanne Calderwood,62,0.5210084033613446,54,0.48,0,Women's Strawweight,False
3571,Cynthia Calvillo,68,0.3756906077348066,63,0.35,0,Women's Strawweight,False
3572,James Mulheron,72,0.631578947368421,52,0.57,0,Heavyweight,False
3573,Justin Willis,56,0.4117647058823529,36,0.31,0,Heavyweight,False
3574,Alexandre Pantoja,90,0.46875,82,0.44,0,Flyweight,False
3575,Neil Seery,131,0.5481171548117155,119,0.52,1,Flyweight,False
3576,Gunnar Nelson,7,0.5833333333333334,7,0.58,1,Welterweight,True
3577,Santiago Ponzinibbio,5,0.7142857142857143,5,0.71,0,Welterweight,False
3578,Khalil Rountree Jr.,17,0.5862068965517241,17,0.58,0,Light Heavyweight,False
3579,Paul Craig,15,0.3191489361702128,15,0.31,1,Light Heavyweight,True
3580,Stevie Ray,28,0.6829268292682927,23,0.65,1,Lightweight,True
3581,Paul Felder,11,0.7333333333333333,5,0.55,0,Lightweight,False
3582,Brett Johns,63,0.4012738853503185,28,0.24,0,Bantamweight,False
3583,Albert Morales,172,0.7445887445887446,56,0.53,0,Bantamweight,False
3584,Charlie Ward,10,0.4,10,0.4,0,Welterweight,True
3585,Galore Bofando,4,0.3076923076923077,3,0.25,0,Welterweight,False
3586,Danny Henry,78,0.5611510791366906,69,0.53,0,Lightweight,False
3587,Daniel Teymur,153,0.6296296296296297,93,0.53,1,Lightweight,False
3588,Leslie Smith,70,0.6481481481481481,68,0.64,0,Women's Bantamweight,False
3589,Amanda Lemos,114,0.5507246376811594,101,0.52,0,Women's Bantamweight,True
3590,Daniel Omielanczuk,94,0.4845360824742268,72,0.42,0,Heavyweight,False
3591,Curtis Blaydes,68,0.4563758389261745,51,0.38,0,Heavyweight,False
3592,Thiago Santos,15,0.5172413793103449,15,0.51,0,Middleweight,False
3593,Gerald Meerschaert,65,0.5371900826446281,60,0.52,0,Middleweight,True
3594,Anthony Pettis,51,0.45132743362831856,48,0.43,0,Lightweight,False
3595,Jim Miller,107,0.7133333333333334,80,0.66,0,Lightweight,False
3596,Chad Laprise,48,0.26229508196721313,47,0.25,0,Welterweight,False
3597,Brian Camozzi,78,0.430939226519337,76,0.42,1,Welterweight,True
3598,Fabricio Werdum,29,0.6304347826086957,21,0.55,0,Heavyweight,False
3599,Alistair Overeem,107,0.6079545454545454,49,0.42,1,Heavyweight,False
3600,Travis Browne,132,0.7674418604651163,53,0.62,1,Heavyweight,False
3601,Aleksei Oleinik,37,0.5,35,0.49,1,Heavyweight,False
3602,Yoel Romero,94,0.38524590163934425,74,0.33,0,Middleweight,False
3603,Robert Whittaker,114,0.6514285714285715,48,0.44,0,Middleweight,False
3604,Rob Font,32,0.32653061224489793,28,0.3,0,Bantamweight,False
3605,Douglas Silva de Andrade,79,0.512987012987013,70,0.48,0,Bantamweight,False
3606,Cody Stamann,78,0.4406779661016949,60,0.39,0,Featherweight,False
3607,Terrion Ware,124,0.6391752577319587,94,0.58,0,Featherweight,False
3608,Jordan Mein,116,0.5979381443298969,45,0.4,0,Welterweight,False
3609,Belal Muhammad,49,0.6621621621621622,36,0.59,0,Welterweight,False
3610,Trevin Giles,15,0.42857142857142855,5,0.2,0,Light Heavyweight,False
3611,James Bochnovic,54,0.8181818181818182,41,0.77,0,Light Heavyweight,True
3612,Marc Diakiese,84,0.6176470588235294,39,0.49,0,Lightweight,False
3613,Drakkar Klose,63,0.5887850467289719,34,0.44,0,Lightweight,False
3614,Jared Cannonier,29,0.18012422360248448,28,0.17,0,Light Heavyweight,False
3615,Nick Roehrick,86,0.5657894736842105,84,0.56,0,Light Heavyweight,True
3616,Dhiego Lima,50,0.847457627118644,21,0.87,0,,False
3617,Jesse Taylor,6,1.0,4,1.0,1,,False
3618,James Krause,57,0.27941176470588236,53,0.26,0,Welterweight,False
3619,Tom Gallicchio,113,0.5621890547263682,106,0.56,0,Welterweight,False
3620,Michael Johnson,104,0.5977011494252874,104,0.59,0,Lightweight,True
3621,Justin Gaethje,91,0.455,91,0.45,0,Lightweight,False
3622,Jordan Johnson,62,0.5535714285714286,53,0.51,0,Light Heavyweight,False
3623,Marcel Fortuna,47,0.32413793103448274,42,0.3,0,Light Heavyweight,False
3624,Angela Hill,54,0.39416058394160586,26,0.24,0,Women's Strawweight,False
3625,Ashley Yoder,65,0.5508474576271186,47,0.47,0,Women's Strawweight,False
3626,Brad Tavares,64,0.5663716814159292,34,0.41,0,Middleweight,False
3627,Elias Theodorou,34,0.4594594594594595,31,0.43,0,Middleweight,False
3628,Tecia Torres,14,0.358974358974359,6,0.19,0,Women's Strawweight,False
3629,Juliana Lima,26,0.7647058823529411,15,0.65,0,Women's Strawweight,False
3630,Gray Maynard,14,0.7368421052631579,8,0.61,0,Featherweight,False
3631,Teruto Ishihara,37,0.8043478260869565,16,0.66,0,Featherweight,False
3632,Ed Herman,111,0.8283582089552238,54,0.75,0,Light Heavyweight,False
3633,CB Dollaway,48,0.7058823529411765,24,0.58,0,Light Heavyweight,False
3634,Michael Chiesa,37,0.8222222222222222,22,0.73,0,Lightweight,False
3635,Kevin Lee,9,0.6428571428571429,4,0.44,0,Lightweight,False
3636,Vitor Miranda,81,0.4602272727272727,69,0.42,0,Middleweight,False
3637,Marvin Vettori,74,0.3978494623655914,51,0.31,0,Middleweight,False
3638,BJ Penn,120,0.4,103,0.36,0,Featherweight,False
3639,Dennis Siver,65,0.5603448275862069,57,0.53,1,Featherweight,False
3640,Tim Means,32,0.2119205298013245,32,0.21,0,Welterweight,False
3641,Alex Garcia,76,0.40860215053763443,64,0.36,0,Welterweight,False
3642,Tim Boetsch,10,0.2222222222222222,10,0.22,0,Middleweight,False
3643,Johny Hendricks,42,0.6086956521739131,41,0.6,0,Middleweight,True
3644,Clay Guida,17,0.38636363636363635,13,0.33,0,Lightweight,False
3645,Erik Koch,133,0.642512077294686,38,0.43,0,Lightweight,False
3646,Felice Herrig,50,0.5952380952380952,40,0.55,0,Women's Strawweight,False
3647,Justine Kish,131,0.7197802197802198,47,0.5,0,Women's Strawweight,False
3648,Joachim Christensen,13,0.8125,13,0.81,1,Light Heavyweight,True
3649,Dominick Reyes,1,0.3333333333333333,1,0.33,0,Light Heavyweight,False
3650,Josh Stansbury,21,0.7241379310344828,17,0.68,1,Light Heavyweight,True
3651,Jeremy Kimball,5,0.38461538461538464,4,0.33,0,Light Heavyweight,False
3652,Devin Powell,56,0.5714285714285714,37,0.48,0,Lightweight,False
3653,Darrell Horcher,97,0.708029197080292,43,0.54,0,Lightweight,False
3654,Jared Gordon,16,0.20253164556962025,16,0.2,0,Featherweight,False
3655,Michel Quinones,115,0.6318681318681318,67,0.55,0,Featherweight,True
3656,Anthony Rocco Martin,92,0.36220472440944884,92,0.36,0,Lightweight,False
3657,Johnny Case,83,0.3656387665198238,82,0.36,0,Lightweight,False
3658,Carla Esparza,48,0.3582089552238806,38,0.31,0,Women's Strawweight,False
3659,Maryna Moroz,142,0.696078431372549,40,0.42,0,Women's Strawweight,False
3660,Alex Caceres,21,0.3181818181818182,20,0.3,0,Featherweight,False
3661,Rolando Dy,56,0.5656565656565656,51,0.54,1,Featherweight,True
3662,Cyril Asker,23,0.5348837209302325,21,0.51,1,Heavyweight,True
3663,Walt Harris,2,0.14285714285714285,2,0.14,0,Heavyweight,False
3664,Takanori Gomi,7,0.5384615384615384,7,0.53,0,Lightweight,False
3665,Jon Tuck,0,0.0,0,0.0,0,Lightweight,False
3666,Justin Scoggins,25,0.5555555555555556,21,0.51,0,Flyweight,False
3667,Yuta Sasaki,74,0.7115384615384616,37,0.59,1,Flyweight,False
3668,Dong Hyun Kim,92,0.5974025974025974,47,0.44,0,Welterweight,False
3669,Colby Covington,64,0.6274509803921569,19,0.35,0,Welterweight,False
3670,Tarec Saffiedine,91,0.5384615384615384,81,0.51,0,Welterweight,False
3671,Rafael Dos Anjos,71,0.47019867549668876,60,0.43,0,Welterweight,False
3672,Andrei Arlovski,127,0.675531914893617,51,0.55,0,Heavyweight,False
3673,Marcin Tybura,41,0.5540540540540541,28,0.5,0,Heavyweight,False
3674,Holly Holm,21,0.29577464788732394,15,0.23,0,Women's Bantamweight,False
3675,Bethe Correia,25,0.46296296296296297,25,0.47,1,Women's Bantamweight,True
3676,Naoki Inoue,53,0.5196078431372549,30,0.4,0,Flyweight,False
3677,Carls John De Tomas,151,0.6622807017543859,62,0.53,0,Flyweight,False
3678,Li Jingliang,56,0.3916083916083916,35,0.29,0,Welterweight,False
3679,Frank Camacho,95,0.536723163841808,94,0.53,0,Welterweight,False
3680,Kwan Ho Kwak,17,0.3695652173913043,17,0.36,1,Bantamweight,True
3681,Russell Doane,10,0.4166666666666667,10,0.41,0,Bantamweight,False
3682,Ji Yeon Kim,69,0.35751295336787564,53,0.31,0,Women's Bantamweight,False
3683,Lucie Pudilova,65,0.3869047619047619,60,0.37,0,Women's Bantamweight,False
3684,Ion Cutelaba,1,0.5,1,0.5,0,Light Heavyweight,False
3685,Henrique da Silva,15,0.8333333333333334,15,0.83,1,Light Heavyweight,True
3686,Alexander Volkanovski,51,0.32903225806451614,46,0.3,0,Featherweight,False
3687,Mizuto Hirota,93,0.6413793103448275,87,0.62,1,Featherweight,False
3688,Derek Brunson,1,0.25,1,0.25,0,Middleweight,False
3689,Daniel Kelly,8,0.47058823529411764,8,0.47,1,Middleweight,True
3690,Luke Jumeau,63,0.6116504854368932,44,0.53,0,Welterweight,False
3691,Dominique Steele,59,0.5728155339805825,40,0.48,0,Welterweight,False
3692,Tim Elliott,8,0.6666666666666666,3,0.42,0,Flyweight,False
3693,Ben Nguyen,1,0.25,1,0.25,0,Flyweight,False
3694,Derrick Lewis,59,0.472,59,0.47,0,Heavyweight,True
3695,Mark Hunt,52,0.37142857142857144,51,0.36,0,Heavyweight,False
3696,Damien Brown,19,0.5,19,0.5,1,Lightweight,True
3697,Vinc Pichel,21,0.375,21,0.37,0,Lightweight,False
3698,Dan Hooker,38,0.4318181818181818,38,0.43,0,Lightweight,False
3699,Ross Pearson,74,0.5068493150684932,69,0.48,1,Lightweight,True
3700,John Moraga,15,0.5172413793103449,12,0.52,0,Flyweight,False
3701,Ashkan Mokhtarian,73,0.6822429906542056,56,0.64,0,Flyweight,False
3702,Kiichi Kunimoto,98,0.6758620689655173,37,0.48,0,Welterweight,False
3703,Zak Ottow,84,0.7241379310344828,25,0.53,0,Welterweight,False
3704,JJ Aldrich,93,0.36904761904761907,92,0.36,0,Women's Strawweight,False
3705,Chan-Mi Jeon,98,0.4,98,0.4,0,Women's Strawweight,False
3706,Raphael Assuncao,44,0.29333333333333333,44,0.29,0,Bantamweight,False
3707,Marlon Moraes,43,0.3208955223880597,43,0.32,0,Bantamweight,False
3708,Paulo Costa,40,0.5797101449275363,33,0.53,0,Middleweight,False
3709,Oluwale Bamgbose,50,0.5681818181818182,43,0.53,0,Middleweight,True
3710,Jose Aldo,128,0.5470085470085471,104,0.5,1,Featherweight,True
3711,Max Holloway,56,0.48695652173913045,55,0.48,0,Featherweight,False
3712,Vitor Belfort,68,0.5483870967741935,57,0.5,0,Middleweight,False
3713,Nate Marquardt,38,0.475,37,0.47,0,Middleweight,False
3714,Antonio Carlos Junior,39,0.7959183673469388,17,0.65,0,Middleweight,False
3715,Eric Spicely,37,0.6607142857142857,12,0.52,0,Middleweight,False
3716,Johnny Eduardo,59,0.8082191780821918,43,0.75,0,Bantamweight,True
3717,Matthew Lopez,16,0.5333333333333333,16,0.53,0,Bantamweight,False
3718,Erick Silva,34,0.3541666666666667,33,0.35,1,Welterweight,True
3719,Yancy Medeiros,29,0.5178571428571429,29,0.51,0,Welterweight,False
3720,Claudia Gadelha,12,0.3,9,0.24,0,Women's Strawweight,False
3721,Karolina Kowalkiewicz,8,0.2857142857142857,8,0.28,0,Women's Strawweight,False
3722,Viviane Pereira,85,0.5279503105590062,80,0.51,0,Women's Strawweight,False
3723,Jamie Moyle,101,0.4353448275862069,80,0.38,0,Women's Strawweight,False
3724,Iuri Alcantara,4,0.26666666666666666,4,0.26,0,Bantamweight,False
3725,Brian Kelleher,12,0.41379310344827586,12,0.42,0,Bantamweight,False
3726,Marco Beltran,21,0.6774193548387096,17,0.65,1,Flyweight,True
3727,Deiveson Figueiredo,19,0.4418604651162791,16,0.4,0,Flyweight,False
3728,Luan Chagas,33,0.20496894409937888,32,0.2,0,Welterweight,False
3729,Jim Wallhead,95,0.6050955414012739,95,0.6,1,Welterweight,False
3730,Pedro Munhoz,44,0.2913907284768212,44,0.29,0,Bantamweight,False
3731,Damian Stasiak,72,0.45569620253164556,65,0.43,0,Bantamweight,False
3732,Abdul Razak Alhassan,99,0.4647887323943662,52,0.33,0,Welterweight,False
3733,Omari Akhmedov,44,0.43137254901960786,43,0.43,0,Welterweight,False
3734,Volkan Oezdemir,9,0.47368421052631576,9,0.47,0,Light Heavyweight,False
3735,Misha Cirkunov,5,0.7142857142857143,5,0.71,1,Light Heavyweight,True
3736,Oliver Enkamp,71,0.6893203883495146,57,0.64,0,Welterweight,False
3737,Nordine Taleb,44,0.38596491228070173,34,0.33,0,Welterweight,False
3738,Jack Hermansson,3,0.5,1,0.25,0,Middleweight,False
3739,Alex Nicholson,39,0.8297872340425532,23,0.79,0,Middleweight,True
3740,Alexander Gustafsson,62,0.4,42,0.31,0,Light Heavyweight,False
3741,Glover Teixeira,108,0.45188284518828453,97,0.42,2,Light Heavyweight,True
3742,Trevor Smith,37,0.7708333333333334,10,0.55,0,Middleweight,False
3743,Chris Camozzi,92,0.7479674796747967,39,0.65,1,Middleweight,False
3744,Nicholas Musoke,107,0.5977653631284916,53,0.43,1,Welterweight,True
3745,Bojan Velickovic,69,0.35384615384615387,49,0.28,0,Welterweight,False
